"","Date","CharacterName","CharacterName1","CharacterName2","CharacterName3","Smiley","Rarity","MaxHP","Power","Damage_Range","Type","Target","L1","L2","L3","L4","L5","MAX","PowerName","AP","Color","Use","L1.AP","L2.AP","L3.AP","L4.AP","L5.AP","Tile_Convert_Active_Color","Tile_Convert_Source","Tile_Convert_Color","Tile_Charged_Color","Proc_On_Match","Proc_On_CD_Present","Proc_On_CD_Count","Proc_On_Damage","Proc_On_Ability_Use","Direct_Damage","Conditional_Damage","Possible_Damage","Defensive","Offensive","Team_Damage","Cheap","Moderately_Cheap","Moderately_Expensive","Expensive","Healing","Stun","Shake","Backfire","Convert_Tile_Color","Improve_Special_Tile","Manipulate_CD","Add_Strike_Tile","Add_Attack_Tile","Add_Protect_Tile","Add_Charged_Tile","Add_Critical_Tile","Add_Trap_Tile","Add_CD_Tile","Add_2_Turn_CD_Tile","Add_Web_Tile","Add_Locked_Tile","Add_Invis_Tile","Add_Special_Tile","Remove_Special_Tile","Steal_Special_Tile","Destroy_AP","Gain_AP","Steal_AP","Manipulate_AP"
"219","","Quicksilver (Pietro Maximoff)","Quicksilver","Pietro Maximoff","Quicksilver",":quicksilver:",3,8670,"Quicksilver_P1","","damage","target",0,55,110,248,523,1653,"Idle Hands",11,"black","active","0","5","10","22.5454545454545","47.5454545454545","","","","","","","","","","yes","no","yes","","yes","","","","yes","yes","","","","","","","","","","","","","","","","","","","","","","","","",""
"220","","Quicksilver (Pietro Maximoff)","Quicksilver","Pietro Maximoff","Quicksilver",":quicksilver:",3,8670,"Quicksilver_P2","","damage","team",190,251,312,433,678,2156,"Supersonic",0,"blue","passive","Inf","Inf","Inf","Inf","Inf","","","","","","","","","","no","yes","yes","","yes","yes","","","","","","","","","","","","","","","","","","","","","yes","","","","","","","",""
"221","","Quicksilver (Pietro Maximoff)","Quicksilver","Pietro Maximoff","Quicksilver",":quicksilver:",3,8670,"Quicksilver_P3","","damage","target",0,71,137,289,579,1843,"Fists of Fury",10,"green","active","0","7.1","13.7","28.9","57.9","","","","","","","","","","yes","no","yes","","yes","","","","yes","","","","","","","","","","","","","yes","","","","","","","","","","","","",""
"222","","Ragnarok (Dark Avengers Thor)","Ragnarok","Dark Avengers Thor","Ragnarok",":ragnarok:",3,10710,"Ragnarok_P1","","damage","team",203,266,331,461,719,2276,"Godlike Power",14,"green","active","14.5","19","23.6428571428571","32.9285714285714","51.3571428571429","","","","","","","","","","yes","no","yes","","yes","yes","","","","yes","","","yes","","","","","","","","","","","","","","","","","","","","","",""
"223","","Ragnarok (Dark Avengers Thor)","Ragnarok","Dark Avengers Thor","Ragnarok",":ragnarok:",3,10710,"Ragnarok_P2","","damage","target",71,71,128,128,185,1175,"Thunderclap",6,"red","active","11.8333333333333","11.8333333333333","21.3333333333333","21.3333333333333","30.8333333333333","","","","","","","","","","yes","no","yes","","yes","","yes","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"224","","Ragnarok (Dark Avengers Thor)","Ragnarok","Dark Avengers Thor","Ragnarok",":ragnarok:",3,10710,"Ragnarok_P3","","heal","self",312,371,371,480,552,1754,"Lightning Rod",8,"blue","active","39","46.375","46.375","60","69","","","","green","","","","","","no","no","","yes","","","","yes","","","yes","","","","","","","","","","yes","","","","","","","","","","","","","",""
"225","","Rocket & Groot (Most Wanted)","Rocket & Groot","Most Wanted","Rocket & Groot",":rocket:",3,10710,"Rocket_P1_avg","(avg)","heal","self",792,990,1188,1584,2376,7506,"I Am Groot",0,"yellow","passive","Inf","Inf","Inf","Inf","Inf","","","","","","","","","","no","no","","yes","","","","","","","yes","","yes","","","","","","","","","","","","","","","","","","","","","",""
"226","","Rocket & Groot (Most Wanted)","Rocket & Groot","Most Wanted","Rocket & Groot",":rocket:",3,10710,"Rocket_P2_min","(min)","damage","target",207,279,342,466.981132075472,756.289308176101,2405,"Blammo! We Got Ya!",10,"green","active","20.7","27.9","34.2","46.6981132075472","75.6289308176101","","","","","","","","","","yes","yes","yes","","yes","","","","yes","","","","yes","","","","","","","","","","","","","","","","","","","","","",""
"227","","Rocket & Groot (Most Wanted)","Rocket & Groot","Most Wanted","Rocket & Groot",":rocket:",3,10710,"Rocket_P2_max","(max)","damage","target",437,589,722,985.849056603774,1221.69811320755,3885,"Blammo! We Got Ya!",10,"green","active","43.7","58.9","72.2","98.5849056603774","122.169811320755","","","","","","","","","","yes","yes","yes","","yes","","","","yes","","","","yes","","","","","","","","","","","","","","","","","","","","","",""
"228","","Rocket & Groot (Most Wanted)","Rocket & Groot","Most Wanted","Rocket & Groot",":rocket:",3,10710,"Rocket_P3","","strike",NA,110,132,198,231,328,1044,"I Got A Plan",11,"blue","active","10","12","18","21","29.8181818181818","","","","","","","","","","no","yes","yes","","yes","","","","yes","yes","","","","","","","","yes","","","","","","","","","","","yes","","","","","",""
"229","","Scarlet Witch (Wanda Maximoff)","Scarlet Witch","Wanda Maximoff","Scarlet Witch"," :scarletwitch:",3,8670,"SW_P1","","damage","team",257,355,452,532,691,257,"Reality Crush",14,"purple","active","18.3571428571429","25.3571428571429","32.2857142857143","38","49.3571428571429","","","","","","","","","","yes","no","yes","yes","yes","yes","","","","yes","","yes","","","","","","","","","","","","","","","","","","","","","","",""
"230","","Scarlet Witch (Wanda Maximoff)","Scarlet Witch","Wanda Maximoff","Scarlet Witch"," :scarletwitch:",3,8670,"SW_P2","","damage","target",NA,NA,NA,NA,NA,NA,"Hex Bolt",8,"green","active","","","","","","","","","","","","","","","yes","no","yes","","yes","","","yes","","","","","yes","","","","","","","","","","","","","","","","","","","","","",""
"231","","Scarlet Witch (Wanda Maximoff)","Scarlet Witch","Wanda Maximoff","Scarlet Witch"," :scarletwitch:",3,8670,"SW_P3","","cd",NA,NA,NA,NA,NA,NA,NA,"Arcane Incantation",0,"blue","passive","Inf","Inf","Inf","Inf","Inf","","","","","","","yes","","","no","no","","","yes","","","","","","","","","","","","","","","","","","","yes","yes","","","","","","","","","",""
"232","","Sentry (Dark Avengers)","Sentry","Dark Avengers","Sentry",":sentry:",3,10710,"Sentry_P1_min","(min)","damage","team",329,355,378,428,494,1565,"Supernova",11,"red","active","29.9090909090909","32.2727272727273","34.3636363636364","38.9090909090909","44.9090909090909","","","","","","","","","","yes","yes","yes","","yes","yes","","","yes","yes","","","yes","","","","","","","","","","","","","","","","","","","","","",""
"233","","Sentry (Dark Avengers)","Sentry","Dark Avengers","Sentry",":sentry:",3,10710,"Sentry_P1_max","(max)","damage","team",657,683,788,1002,1232,1826,"Supernova",11,"red","active","59.7272727272727","62.0909090909091","71.6363636363636","91.0909090909091","112","","","","","","","","","","yes","yes","yes","","yes","yes","","","yes","yes","","","yes","","","","","","","","","","","","","","","","","","","","","",""
"234","","Sentry (Dark Avengers)","Sentry","Dark Avengers","Sentry",":sentry:",3,10710,"Sentry_P2","","cd",NA,NA,NA,NA,NA,NA,NA,"World Rupture",12,"green","active","","","","","","","","","","","","yes","","","no","yes","yes","","yes","","","","","yes","","","yes","","","","","","","","","","","yes","yes","","","","","","","","","",""
"235","","Sentry (Dark Avengers)","Sentry","Dark Avengers","Sentry",":sentry:",3,10710,"Sentry_P2","","damage","team",352,440,500,624,928,2944,"World Rupture",12,"green","active","29.3333333333333","36.6666666666667","41.6666666666667","52","77.3333333333333","","","","","","","yes","","","no","yes","yes","","yes","yes","","","","yes","","","yes","","","","","","","","","","","","yes","","","","","","","","","",""
"236","","Sentry (Dark Avengers)","Sentry","Dark Avengers","Sentry",":sentry:",3,10710,"Sentry_P3","","strike",NA,104,114,114,139,180,571,"Sacrifice",8,"yellow","active","13","14.25","14.25","17.375","22.5","","","","","","","","","","no","yes","yes","","yes","","","yes","","","","","no","","","","","yes","","","","","","","","","","","yes","","","","","",""
"237","","She-Hulk (Modern)","She-Hulk","Modern","She-Hulk",":shehulk:",3,10710,"SheHulk_P1","",NA,NA,NA,NA,NA,NA,NA,NA,"Settlement",9,"blue","active","","","","","","","","","","","","","","","no","yes","yes","yes","yes","","","yes","","","","","","","","yes","","","","","","","","","","","","","","","yes","","","",""
"238","","She-Hulk (Modern)","She-Hulk","Modern","She-Hulk",":shehulk:",3,10710,"SheHulk_P2","","AP",NA,NA,NA,NA,NA,NA,NA,"Furious Charge ",6,"green","active","","","","","","","","","","","","","","","no","no","","yes","","","yes","","","","","","","","","","","","","","","","","","","","","","","","","yes","","","yes"
"239","","She-Hulk (Modern)","She-Hulk","Modern","She-Hulk",":shehulk:",3,10710,"SheHulk_P3","","damage","team",83,120,120,172,224,1401,"Power Of Attorney",9,"red","active","9.22222222222222","13.3333333333333","13.3333333333333","19.1111111111111","24.8888888888889","","","","","","","","","","yes","no","yes","","yes","yes","","yes","","","","","yes","","","","","","","","","","","","","","","","","","","","","",""
"240","","Spider-Man (Classic)","Spider-Man","Classic","Spider-Man",":spiderman:",3,8670,"SpiderMan3_P1","","heal","team",142,199,256,312,369,2314,"Web Bandages",12,"yellow","active","11.8333333333333","16.5833333333333","21.3333333333333","26","30.75","","","","","","","","","","no","no","","yes","","","","","","yes","yes","","","","","","","","","","","","","","","","","","","","","","","",""
"241","","Spider-Man (Classic)","Spider-Man","Classic","Spider-Man",":spiderman:",3,8670,"SpiderMan3_P2","",NA,NA,NA,NA,NA,NA,NA,NA,"All Tied Up",5,"blue","active","","","","","","","","","","","","","","","no","no","","yes","","","yes","","","","","yes","","","","","","","","","","","","","","yes","","","","","","","","",""
"242","","Spider-Man (Classic)","Spider-Man","Classic","Spider-Man",":spiderman:",3,8670,"SpiderMan3_P3_min","(min)","protect",NA,16,16,27,27,38,122,"Spider-Sense",0,"purple","passive","Inf","Inf","Inf","Inf","Inf","","","","","","","","","","no","no","","yes","","","","","","","","","","","","","","","","yes","","","","","","","","","yes","","","","","",""
"243","","Spider-Man (Classic)","Spider-Man","Classic","Spider-Man",":spiderman:",3,8670,"SpiderMan3_P3_max","(max)","protect",NA,49,49,60,60,71,226,"Spider-Sense",0,"purple","passive","Inf","Inf","Inf","Inf","Inf","","","","","","","","","","no","no","","yes","","","","","","","","","","","","","","","","yes","","","","","","","","","yes","","","","","",""
"244","","Squirrel Girl (Unbeatable)","Squirrel Girl","Unbeatable","Squirrel Girl",":squirrelgirl:",3,8670,"SquirrelGirl_P1_min","(min)","protect",NA,66,84,84,84,84,352,"The Bigger They Are",9,"yellow","active","7.33333333333333","9.33333333333333","9.33333333333333","9.33333333333333","9.33333333333333","","","","","","","","","","no","no","","yes","","","","yes","","","","","","","","","","","","yes","","","","","","","","","yes","","","","","",""
"245","","Squirrel Girl (Unbeatable)","Squirrel Girl","Unbeatable","Squirrel Girl",":squirrelgirl:",3,8670,"SquirrelGirl_P1_max","(max)","protect",NA,99,117,132,165,183,764,"The Bigger They Are",9,"yellow","active","11","13","14.6666666666667","18.3333333333333","20.3333333333333","","","","","","","","","","no","no","","yes","","","","yes","","","","","","","","","","","","yes","","","","","","","","","yes","","","","","",""
"246","","Squirrel Girl (Unbeatable)","Squirrel Girl","Unbeatable","Squirrel Girl",":squirrelgirl:",3,8670,"SquirrelGirl_P2a","","damage","target",329,433,433,653,762,2416,"Nuts From Above",9,"purple","active","36.5555555555556","48.1111111111111","48.1111111111111","72.5555555555556","84.6666666666667","","","","","","","","","","yes","yes","yes","","yes","","","yes","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"247","","Squirrel Girl (Unbeatable)","Squirrel Girl","Unbeatable","Squirrel Girl",":squirrelgirl:",3,8670,"SquirrelGirl_P2b","","damage","target",769,873,1097,1317,2130,6728,"Nuts From Above",9,"purple","active","85.4444444444444","97","121.888888888889","146.333333333333","236.666666666667","","","","","","","","","","yes","yes","yes","","yes","","","yes","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"248","","Squirrel Girl (Unbeatable)","Squirrel Girl","Unbeatable","Squirrel Girl",":squirrelgirl:",3,8670,"SquirrelGirl_P3_min","(min)","cd",NA,NA,NA,NA,NA,NA,NA,"Furry Friends",11,"green","active","","","","","","","","","","","yes","yes","","","no","yes","yes","","yes","","","","yes","yes","","","yes","","","","","","","","","","","yes","yes","","","","","","","","yes","","yes"
"249","","Squirrel Girl (Unbeatable)","Squirrel Girl","Unbeatable","Squirrel Girl",":squirrelgirl:",3,8670,"SquirrelGirl_P3_max","(max)","cd",NA,NA,NA,NA,NA,NA,NA,"Furry Friends",11,"green","active","","","","","","","","","","","yes","yes","","","no","yes","yes","","yes","","","","yes","yes","","","yes","","","","","","","","","","","yes","yes","","","","","","","","yes","","yes"
"250","","Squirrel Girl (Unbeatable)","Squirrel Girl","Unbeatable","Squirrel Girl",":squirrelgirl:",3,8670,"SquirrelGirl_P3_min","(min)","damage","target",137,219,290,444,499,1583,"Furry Friends",11,"green","active","12.4545454545455","19.9090909090909","26.3636363636364","40.3636363636364","45.3636363636364","","","","","","yes","yes","","","no","yes","yes","","yes","","","","yes","yes","","","yes","","","","","","","","","","","","yes","","","","","","","","yes","","yes"
"251","","Squirrel Girl (Unbeatable)","Squirrel Girl","Unbeatable","Squirrel Girl",":squirrelgirl:",3,8670,"SquirrelGirl_P3_max","(max)","damage","target",411,657,870,1332,1996,6332,"Furry Friends",11,"green","active","37.3636363636364","59.7272727272727","79.0909090909091","121.090909090909","181.454545454545","","","","","","yes","yes","","","no","yes","yes","","yes","","","","yes","yes","","","yes","","","","","","","","","","","","yes","","","","","","","","yes","","yes"
"252","","Storm (Mohawk)","Storm","Mohawk","Storm",":storm:",3,7565,"Storm3_P1","","damage","target",NA,NA,NA,NA,NA,NA,"Lightning Strike",10,"green","active","","","","","","","","","","","","","","","no","no","","","yes","","","","yes","","","","yes","","","","","","","","","","","","","","","","","","","","yes","","yes"
"253","","Storm (Mohawk)","Storm","Mohawk","Storm",":storm:",3,7565,"Storm3_P2","","damage","target",190,230,265,340,476,1540,"Mistress of the Elements",9,"yellow","active","21.1111111111111","25.5555555555556","29.4444444444444","37.7777777777778","52.8888888888889","","","","","","","","","","yes","yes","yes","","yes","","","yes","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"254","","Storm (Mohawk)","Storm","Mohawk","Storm",":storm:",3,7565,"Storm3_P3","","attack",NA,160,200,240,300,416,1248,"Hailstorm",9,"black","active","17.7777777777778","22.2222222222222","26.6666666666667","33.3333333333333","46.2222222222222","","","","","","","","","","no","yes","yes","","yes","","","yes","","","","","","","","","","","yes","","","","","","","","","","yes","","","","","",""
"255","","The Hood (Classic)","The Hood","Classic","The Hood",":hood:",3,5100,"Hood_P1","","damage","target",198,378,576,972,1800,2853,"Twin Pistols",15,"yellow","active","13.2","25.2","38.4","64.8","120","","","","","","","","","","yes","yes","yes","","yes","","","","","yes","","","","","","","","","","","","","","","","","","","","","","","","",""
"256","","The Hood (Classic)","The Hood","Classic","The Hood",":hood:",3,5100,"Hood_P2","","AP",NA,NA,NA,NA,NA,NA,NA,"Dormammu's Aid",0,"blue","passive","Inf","Inf","Inf","Inf","Inf","","","","","","","","","","no","no","","yes","yes","","","","","","","","","","","","","","","","","","","","","","","","","","","yes","yes","yes","yes"
"257","","The Hood (Classic)","The Hood","Classic","The Hood",":hood:",3,5100,"Hood_P3","","damage","target",100,100,100,100,100,1186,"Intimidation",9,"black","active","11.1111111111111","11.1111111111111","11.1111111111111","11.1111111111111","11.1111111111111","","","","","","","","","","yes","no","yes","","yes","","","yes","","","","","","","","","yes","","","","","","","","","","","","","","","","","",""
"258","","The Hulk (Indestructible)","The Hulk","Indestructible","The Hulk",":hulk:",3,11475,"Hulk_P1","","damage","target",118,127,139,151,163,1199,"Thunderous Clap",10,"green","active","11.8","12.7","13.9","15.1","16.3","","","","","","","","","","yes","yes","yes","","yes","","","","yes","","","","yes","","","","","","","","","","","","","","","","","","","","","",""
"259","","The Hulk (Indestructible)","The Hulk","Indestructible","The Hulk",":hulk:",3,11475,"Hulk_P2_min","(min)","damage","target",284,312,341,369,398,2920,"Smash",14,"red","active","20.2857142857143","22.2857142857143","24.3571428571429","26.3571428571429","28.4285714285714","","","","","","","","","","yes","yes","yes","","yes","","","","","yes","","","","yes","","","","","","","","","","","","","","","","","","","","",""
"260","","The Hulk (Indestructible)","The Hulk","Indestructible","The Hulk",":hulk:",3,11475,"Hulk_P2_max","(max)","damage","target",664,792,921,1089,1358,9880,"Smash",14,"red","active","47.4285714285714","56.5714285714286","65.7857142857143","77.7857142857143","97","","","","","","","","","","yes","yes","yes","","yes","","","","","yes","","","","yes","","","","","","","","","","","","","","","","","","","","",""
"261","","The Hulk (Indestructible)","The Hulk","Indestructible","The Hulk",":hulk:",3,11475,"Hulk_P3","","damage","team",0,0,0,0,39,174,"Anger",0,"black","passive","Inf","Inf","Inf","Inf","Inf","","","","","","","","yes","","yes","no","yes","","yes","yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"262","","The Hulk (Indestructible)","The Hulk","Indestructible","The Hulk",":hulk:",3,11475,"Hulk_P3","","cd",NA,NA,NA,NA,NA,NA,NA,"Anger",0,"black","passive","Inf","Inf","Inf","Inf","Inf","","","","","","","yes","yes","","yes","no","yes","","yes","","","","","","","","","","","","","","","","","","","yes","","","","","","","","","","",""
"263","","The Punisher (Dark Reign)","The Punisher","Dark Reign","The Punisher",":punisher:",3,8670,"Punisher_P1a","","damage","team",59,59,89,89,89,783,"Molotov Cocktail",7,"black","active","8.42857142857143","8.42857142857143","12.7142857142857","12.7142857142857","12.7142857142857","","","","","","","","","","yes","no","yes","","yes","yes","yes","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"264","","The Punisher (Dark Reign)","The Punisher","Dark Reign","The Punisher",":punisher:",3,8670,"Punisher_P1b","","attack",NA,12,15,15,18,18,78,"Molotov Cocktail",7,"black","active","1.71428571428571","2.14285714285714","2.14285714285714","2.57142857142857","2.57142857142857","","","","","","","","","","no","yes","yes","","yes","","yes","","","","","","","","","","","","yes","","","","","","","","","","yes","","","","","",""
"265","","The Punisher (Dark Reign)","The Punisher","Dark Reign","The Punisher",":punisher:",3,8670,"Punisher_P1c","","cd",NA,NA,NA,NA,NA,NA,NA,"Molotov Cocktail",7,"black","active","","","","","","","","","","","","yes","","","yes","no","yes","","yes","","yes","","","","","","","","","","","","","","","","","yes","yes","","","","","","","","","",""
"266","","The Punisher (Dark Reign)","The Punisher","Dark Reign","The Punisher",":punisher:",3,8670,"Punisher_P2","","strike",NA,12,14,28,34,51,366,"Judgement",8,"green","active","1.5","1.75","3.5","4.25","6.375","","","","","","","","","","yes","no","yes","","yes","","","yes","","","","","yes","","","","","yes","","","","","","","","","","","yes","","","","","",""
"267","","The Punisher (Dark Reign)","The Punisher","Dark Reign","The Punisher",":punisher:",3,8670,"Punisher_P3","","damage","target",118,177,177,236,236,1482,"Retribution",8,"red","active","14.75","22.125","22.125","29.5","29.5","","","","","","","","","","yes","yes","yes","","yes","","","yes","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"268","","Thor (Modern)","Thor","Modern","Thor",":thor:",3,10200,"Thor3_P1a","","damage","target",44,135,187,239,291,2132,"Mjolnir's Might",8,"red","active","5.5","16.875","23.375","29.875","36.375","red","basic","yellow","","","","","","","yes","no","yes","","yes","","","yes","","","","","","","yes","","","","","","","","","","","","","","","","","","","",""
"269","","Thor (Modern)","Thor","Modern","Thor",":thor:",3,10200,"Thor3_P1b","","convert",NA,3,3,3,3,3,3,"Mjolnir's Might",8,"red","active","0.375","0.375","0.375","0.375","0.375","red","basic","yellow","","","","","","","","no","","","yes","","","yes","","","","","","","yes","","","","","","","","","","","","","","","","","","","",""
"270","","Thor (Modern)","Thor","Modern","Thor",":thor:",3,10200,"Thor3_P2a","","damage","target",154,200,246,293,339,2486,"Thunder Strike",12,"yellow","active","12.8333333333333","16.6666666666667","20.5","24.4166666666667","28.25","yellow","basic","green","","","","","","","yes","no","yes","","yes","","","","","yes","","","","","yes","","","","","","","","","","","","","","","","","","","",""
"271","","Thor (Modern)","Thor","Modern","Thor",":thor:",3,10200,"Thor3_P2b","","convert",NA,4,5,6,7,9,9,"Thunder Strike",12,"yellow","active","0.333333333333333","0.416666666666667","0.5","0.583333333333333","0.75","yellow","basic","green","","","","","","","","no","","","yes","","","","","yes","","","","","yes","","","","","","","","","","","","","","","","","","","",""
"272","","Thor (Modern)","Thor","Modern","Thor",":thor:",3,10200,"Thor3_P3a","","damage","target",236,330,424,520,614,4518,"Call The Storm",14,"green","active","16.8571428571429","23.5714285714286","30.2857142857143","37.1428571428571","43.8571428571429","","","","","","","","","","yes","no","yes","","yes","","","","","yes","","","","","","","","","","","","","","","","","","","","","","","","",""
"273","","Thor (Modern)","Thor","Modern","Thor",":thor:",3,10200,"Thor3_P3b","","damage","team",118,165,212,260,307,2259,"Call The Storm",14,"green","active","8.42857142857143","11.7857142857143","15.1428571428571","18.5714285714286","21.9285714285714","","","","","","","","","","yes","no","yes","","yes","yes","","","","yes","","","","","","","","","","","","","","","","","","","","","","","","",""
"274","","Vision (Android Avenger)","Vision","Android Avenger","Vision",":vision:",3,9690,"Vision_P1","",NA,NA,NA,NA,NA,NA,NA,NA,"Density: Heavy",5,"blue","active","","","","","","","","","","","","","","","no","yes","yes","","yes","","yes","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"275","","Vision (Android Avenger)","Vision","Android Avenger","Vision",":vision:",3,9690,"Vision_P2a","","damage","target",184,267,351,519,854,2710,"Attack Protocol",10,"red","active","18.4","26.7","35.1","51.9","85.4","","","","","","","","","","yes","yes","yes","","yes","","","","yes","","","","","","","","","","","","","","","","","","","","","","","","","",""
"276","","Vision (Android Avenger)","Vision","Android Avenger","Vision",":vision:",3,9690,"Vision_P2b","","damage","target",137,192,247,356,575,1827,"Attack Protocol",10,"red","active","13.7","19.2","24.7","35.6","57.5","","","","","","","","","","yes","yes","yes","","yes","","","","yes","","","","","","","","","","","","","","","","","","","","","","","","","",""
"277","","Vision (Android Avenger)","Vision","Android Avenger","Vision",":vision:",3,9690,"Vision_P2c","","damage","team",274,329,384,493,712,2259,"Attack Protocol",10,"red","active","27.4","32.9","38.4","49.3","71.2","","","","","","","","","","yes","yes","yes","","yes","yes","","","yes","","","","","","","","","","","","","","","","","","","","","","","","","",""
"278","","Vision (Android Avenger)","Vision","Android Avenger","Vision",":vision:",3,9690,"Vision_P3","",NA,NA,NA,NA,NA,NA,NA,NA,"Density:Light",5,"yellow","active","","","","","","","","","","","","","","","no","no","","","","","yes","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"279","","Wolverine (Patch)","Wolverine","Patch","Wolverine",":wolverine:",3,6800,"Wolverine3_P1","","damage","target",284,284,284,284,284,2087,"Berserker Rage",9,"green","active","31.5555555555556","31.5555555555556","31.5555555555556","31.5555555555556","31.5555555555556","","","","","","","","","","yes","no","yes","","yes","","","yes","","","","","","","","","","yes","","","","","","","","","","","yes","","","","","",""
"280","","Wolverine (Patch)","Wolverine","Patch","Wolverine",":wolverine:",3,6800,"Wolverine3_P2","","damage","target",NA,NA,NA,NA,NA,NA,"Best There Is",14,"red","active","","","","","","","","","","","","","","","yes","yes","yes","","yes","","","","","yes","","","","","","","","yes","","","","","","","","","","","yes","","","","","",""
"281","","Wolverine (Patch)","Wolverine","Patch","Wolverine",":wolverine:",3,6800,"Wolverine3_P3","","heal","self",59,59,59,59,59,435,"Healing Factor",0,"yellow","passive","Inf","Inf","Inf","Inf","Inf","","","","","","","","","","no","no","","yes","","","","","","","yes","","","","","","","","","","","","","","","","","","","","","","","",""
"282","","Ares (Dark Avengers)","Ares","Dark Avengers","Ares",":ares:",2,5880,"Ares_P1","","damage","target",70,95,70,120,120,1150,"Onslaught",5,"green","active","14","19","14","24","24","","","","","","","","","","yes","yes","yes","","yes","","yes","","","","","","","yes","","","","","","","","","","","","","","","","","","","","",""
"283","","Ares (Dark Avengers)","Ares","Dark Avengers","Ares",":ares:",2,5880,"Ares_P2_min","(min)","damage","team",50,68,NA,NA,NA,757,"Rampage",10,"red","active","5","6.8","","","","","","","","","","","","","yes","yes","yes","","yes","yes","","","yes","","","","","","","","","","","","","","","","","","","","","","","","","",""
"284","","Ares (Dark Avengers)","Ares","Dark Avengers","Ares",":ares:",2,5880,"Ares_P2_max","(max)","damage","team",100,135,NA,NA,NA,1513,"Rampage",10,"red","active","10","13.5","","","","","","","","","","","","","yes","yes","yes","","yes","yes","","","yes","","","","","","","","","","","","","","","","","","","","","","","","","",""
"285","","Ares (Dark Avengers)","Ares","Dark Avengers","Ares",":ares:",2,5880,"Ares_P3","","damage","target",150,225,225,225,225,2250,"Sunder",10,"yellow","active","15","22.5","22.5","22.5","22.5","","","","","","","","","","yes","yes","yes","","yes","","","","yes","","","","","","","","","","","","","","","","","","","","","","","","","",""
"286","","Ares (Dark Avengers)","Ares","Dark Avengers","Ares",":ares:",2,5880,"Ares_P3","","cd",NA,NA,NA,NA,NA,NA,NA,"Sunder",10,"yellow","active","","","","","","","","","","","","yes","","","yes","yes","yes","","yes","","","","yes","","","","","yes","","","","","","","","","","yes","yes","","","","","","","","","",""
"287","","Ares (Dark Avengers)","Ares","Dark Avengers","Ares",":ares:",2,5880,"Ares_P3","","damage","target",50,50,50,75,75,735,"Sunder",10,"yellow","active","5","5","5","7.5","7.5","","","","","","","yes","","","yes","yes","yes","","yes","","","","yes","","","","","yes","","","","","","","","","","","yes","","","","","","","","","",""
"288","","Black Widow (Original)","Black Widow","Original","Black Widow",":blackwidow:",2,3430,"BW2_P1","","AP",NA,NA,NA,NA,NA,NA,NA,"Aggressive Recon",5,"purple","active","","","","","","","","","","","","","","","no","no","","yes","yes","","yes","","","","","","","","","","","","","","","","","","","","","","","","","yes","yes","yes","yes"
"289","","Black Widow (Original)","Black Widow","Original","Black Widow",":blackwidow:",2,3430,"BW2_P2","","heal","team",190,205,224,243,262,1352,"Anti-Gravity Device",11,"blue","active","17.2727272727273","18.6363636363636","20.3636363636364","22.0909090909091","23.8181818181818","","","","","","","","","","no","no","","yes","","","","","yes","yes","yes","","","","","","yes","","","","","","","","","","","","","","","","","",""
"290","","Black Widow (Original)","Black Widow","Original","Black Widow",":blackwidow:",2,3430,"BW2_P3","","damage","target",0,0,0,6,12,122,"Espionage",0,"black","passive","Inf","Inf","Inf","Inf","Inf","","","","","","","","","","no","yes","yes","yes","yes","","","","","","","","","","","","","","","","","","","","","","","","","","","yes","yes","yes","yes"
"291","","Bullseye (Dark Avengers Hawkeye)","Bullseye","Dark Avengers Hawkeye","Bullseye",":bullseye:",2,4361,"Bullseye2_P1","","protect",NA,10,10,10,10,10,49,"Adamantium Bones",0,"purple","passive","Inf","Inf","Inf","Inf","Inf","","","","","","","","","","no","no","","yes","","","","","","","","","","","","","","","","yes","","","","","","","","","yes","","","","","",""
"292","","Bullseye (Dark Avengers Hawkeye)","Bullseye","Dark Avengers Hawkeye","Bullseye",":bullseye:",2,4361,"Bullseye2_P2","",NA,NA,NA,NA,NA,NA,NA,NA,"Murderous Aim",18,"black","active","","","","","","","","","","","","","","","no","yes","yes","","yes","","","","","yes","","","","","","","","","","","","yes","","","","","","","","","","","","",""
"293","","Bullseye (Dark Avengers Hawkeye)","Bullseye","Dark Avengers Hawkeye","Bullseye",":bullseye:",2,4361,"Bullseye2_P3","","damage","target",33,50,33,83,83,712,"Deadly Precision",11,"green","active","3","4.54545454545455","3","7.54545454545455","7.54545454545455","","","","","","","","","","yes","no","yes","","yes","","","","yes","yes","","","yes","","","","","","","","","","","","","","","","","","","","","",""
"294","","Captain America (Modern)","Captain America","Modern","Captain America",":captainamerica:",2,5586,"Cap2_P1","","protect",NA,72,78,87,96,128,664,"Sentinel of Liberty",19,"yellow","active","3.78947368421053","4.10526315789474","4.57894736842105","5.05263157894737","6.73684210526316","","","","","","","","","","no","no","","yes","","","","","","yes","","","","","","","","","","yes","","","","","","","","","yes","","","","","",""
