"","Date","CharacterName","CharacterName1","CharacterName2","CharacterName3","Smiley","Rarity","MaxHP","Power","Damage_Range","Type","Target","L1","L2","L3","L4","L5","MAX","PowerName","AP","Color","Use","L1.AP","L2.AP","L3.AP","L4.AP","L5.AP","MAX.AP","Tile_Convert_Active_Color","Tile_Convert_Source","Tile_Convert_Color","Tile_Charged_Color","Match_Proc","CD_Present_Proc","CD_Resolve_Proc","Damage_Taken_Proc","Ability_Use_Proc","Direct_Damage","Possible_Damage","Conditional_Damage","Defensive","Offensive","Team_Damage","Cheap","Moderately_Cheap","Moderately_Expensive","Expensive","Healing","Stun","Shake","Swap","Backfire","Convert_Tile_Color","Improve_Special_Tile","Manipulate_CD","Add_Strike_Tile","Add_Attack_Tile","Add_Protect_Tile","Add_Charged_Tile","Add_Critical_Tile","Add_Trap_Tile","Add_CD_Tile","Add_2_Turn_CD_Tile","Add_Web_Tile","Add_Locked_Tile","Add_Invis_Tile","Add_Special_Tile","Remove_Special_Tile","Steal_Special_Tile","Destroy_AP","Gain_AP","Steal_AP","Manipulate_AP"
"203",,"Falcon (Mighty Avengers)","Falcon","Mighty Avengers","Falcon",":falcon:",3,8075,"Falcon_P1","","improve","tile","14","16","20","26","39","282","Inspiration",0,"yellow","passive","Inf","Inf","Inf","Inf","Inf","Inf",,,,,,,,,,"no","","","yes","yes","","","","","","","",,"",,"","yes",,"","","","","",,"","","","",,"",,,,,,""
"204",,"Falcon (Mighty Avengers)","Falcon","Mighty Avengers","Falcon",":falcon:",3,8075,"Falcon_P2","","cd","tile","1","1","1","1","1","1","Redwing",0,"blue","passive","Inf","Inf","Inf","Inf","Inf","Inf",,,,,,,,,,"no","","","yes","","","","","","","","",,"",,"","",,"","","","","",,"yes","yes","","",,"","yes",,,,,""
"205",,"Falcon (Mighty Avengers)","Falcon","Mighty Avengers","Falcon",":falcon:",3,8075,"Falcon_P3","","protect","tile","45","55","66","84","126","840","Bird Strike",12,"purple","active","3.75","4.58333333333333","5.5","7","10.5","70",,,,,,,,,,"no","","","yes","","","","","","yes","","",,"",,"","",,"","","yes","","",,"","","","",,"yes",,,,,,""
"206",,"Gamora (Guardians of the Galaxy)","Gamora","Guardians of the Galaxy","Gamora",":gamora:",3,9690,"Gamora_P1","","damage","target","82","148","219","361","361","1148","Skull Cracker",12,"green","active","6.83333333333333","12.3333333333333","18.25","30.0833333333333","30.0833333333333","95.6666666666667",,,,,,,,,,"yes","yes","","","yes","","","","","yes","","",,"",,"","",,"","","","","",,"","","","",,"",,,,,,""
"207",,"Gamora (Guardians of the Galaxy)","Gamora","Guardians of the Galaxy","Gamora",":gamora:",3,9690,"Gamora_P1","","stun","random_team","1","1","1","1","2","2","Skull Cracker",12,"green","active","0.0833333333333333","0.0833333333333333","0.0833333333333333","0.0833333333333333","0.166666666666667","0.166666666666667",,,,,,,,,,"","","","yes","","","","","","yes","","yes",,"",,"","",,"","","","","",,"","","","",,"",,,,,,""
"208",,"Gamora (Guardians of the Galaxy)","Gamora","Guardians of the Galaxy","Gamora",":gamora:",3,9690,"Gamora_P2","","damage","target","208","250","291","374","541","1719","Razor's Edge",5,"red","active","41.6","50","58.2","74.8","108.2","343.8",,,,,,,,,,"yes","yes","","","yes","","yes","","","","","",,"",,"","",,"","","","","",,"","","","",,"",,,,,,""
"209",,"Gamora (Guardians of the Galaxy)","Gamora","Guardians of the Galaxy","Gamora",":gamora:",3,9690,"Gamora_P3_avg","(avg)","strike","tile","72","88","104","132","192","592","Bad Reputation",12,"black","active","6","7.33333333333333","8.66666666666667","11","16","49.3333333333333",,,,,,,,,,"no","","","","yes","","","","","yes","","",,"",,"","",,"yes","","","","",,"","","","",,"yes",,,,,,""
"210",,"Human Torch (Classic)","Human Torch","Classic","Human Torch",":humantorch:",3,8075,"Torch3_P1","","damage","target","177","248","319","389","460","3390","Fireball",8,"red","active","22.125","31","39.875","48.625","57.5","423.75",,,,,,,,,,"yes","yes","","","yes","","","yes","","","","","no","",,"","",,"","","","","",,"","","","",,"",,,,"yes",,"yes"
"211",,"Human Torch (Classic)","Human Torch","Classic","Human Torch",":humantorch:",3,8075,"Torch3_P1","","destroy_tile","tile","2","2","2","2","2","2","Fireball",8,"red","active","0.25","0.25","0.25","0.25","0.25","0.25",,,,,,,,,,"","","","","yes","","","yes","","","","","no","",,"","",,"","","","","",,"","","","",,"",,,,"yes",,"yes"
"212",,"Human Torch (Classic)","Human Torch","Classic","Human Torch",":humantorch:",3,8075,"Torch3_P2","","attack","tile","96","136","176","208","248","1808","Inferno",10,"black","active","9.6","13.6","17.6","20.8","24.8","180.8",,,,,,,,,,"no","yes","","","yes","","","","yes","","","",,"",,"","",,"","yes","","","",,"","","","",,"yes",,,,,,""
"213",,"Human Torch (Classic)","Human Torch","Classic","Human Torch",":humantorch:",3,8075,"Torch3_P3_min","(min)","damage","target","14","20","25","31","36","270","Flame Jet",5,"green","active","2.8","4","5","6.2","7.2","54",,,,,,,,,,"no","yes","yes","","yes","","yes","","","","","",,"",,"","",,"","","","","",,"","","","",,"",,,,,,""
"214",,"Human Torch (Classic)","Human Torch","Classic","Human Torch",":humantorch:",3,8075,"Torch3_P3_max","(max)","damage","target","126","176","227","277","328","2434","Flame Jet",5,"green","active","25.2","35.2","45.4","55.4","65.6","486.8",,,,,,,,,,"no","yes","yes","","yes","","yes","","","","","",,"",,"","",,"","","","","",,"","","","",,"",,,,,,""
"215",,"Iron Fist (Immortal Weapon)","Iron Fist","Immortal Weapon","Iron Fist",":ironfist:",3,7650,"IF_P1","","damage","target","115","115","208","208","292","926","Shou-Lao Fang Strike",8,"green","active","14.375","14.375","26","26","36.5","115.75",,,,,,,,,,"yes","yes","","","yes","","","yes","","","","",,"",,"","",,"","","","","",,"","","","",,"",,,,,,""
"216",,"Iron Fist (Immortal Weapon)","Iron Fist","Immortal Weapon","Iron Fist",":ironfist:",3,7650,"IF_P2a","","convert","tile","3","4","5","6","7","7","Iron Fist of K'un-Lun",5,"purple","active","0.6","0.8","1","1.2","1.4","1.4","purple","basic","black",,,,,,,"no","","","","yes","","yes","","","","","","yes","",,"yes","",,"","","","","",,"","","","",,"",,,,,,""
"217",,"Iron Fist (Immortal Weapon)","Iron Fist","Immortal Weapon","Iron Fist",":ironfist:",3,7650,"IF_P2b","","damage","target","498","598","697","896","1295","2215","Iron Fist of K'un-Lun",5,"purple","active","99.6","119.6","139.4","179.2","259","443","purple","basic","black",,,,,,,"no","","","","","","yes","","","","","",,"",,"","",,"","","","","",,"","","","",,"",,,,,,""
"218",,"Iron Fist (Immortal Weapon)","Iron Fist","Immortal Weapon","Iron Fist",":ironfist:",3,7650,"IF_P3","","attack","tile","60","71","82","104","153","486","Exquisite Technique",0,"black","passive","Inf","Inf","Inf","Inf","Inf","Inf",,,,,,,,,,"no","yes","","","yes","","","","","","","",,"",,"","",,"","yes","","","",,"","","","",,"yes",,,,,,""
"219",,"Iron Man (Model 40)","Iron Man","Model 40","Iron Man",":ironman:",3,9690,"IM40_P1","","damage","target","473","520.3","520.3","572.33","572.33","3559","Unibeam",13,"red","active","36.3846153846154","40.0230769230769","40.0230769230769","44.0253846153846","44.0253846153846","273.769230769231",,,,,,,,,,"yes","yes","","","yes","","","","","yes","","",,"",,"","",,"","","","","",,"","","","",,"",,,,,,""
"220",,"Iron Man (Model 40)","Iron Man","Model 40","Iron Man",":ironman:",3,9690,"IM40_P2","","damage","team","355","390.5","390.5","429.55","429.55","2669","Ballistic Salvo",20,"blue","active","17.75","19.525","19.525","21.4775","21.4775","133.45",,,,,,,,,,"yes","yes","","","yes","yes","","","","yes","","","no","",,"","",,"","","","","",,"","","","",,"",,,,,,""
"221",,"Iron Man (Model 40)","Iron Man","Model 40","Iron Man",":ironman:",3,9690,"IM40_P2","","destroy_tile","tile","3","3","3","3","3","3","Ballistic Salvo",20,"blue","active","0.15","0.15","0.15","0.15","0.15","0.15",,,,,,,,,,"","","","","","","","","","yes","","","no","",,"","",,"","","","","",,"","","","",,"",,,,,,""
"222",,"Iron Man (Model 40)","Iron Man","Model 40","Iron Man",":ironman:",3,9690,"IM40_P2","","stun","target","0","0","0","0","2","2","Ballistic Salvo",20,"blue","active","0","0","0","0","0.1","0.1",,,,,,,,,,"","","","yes","","","","","","yes","","yes","no","",,"","",,"","","","","",,"","","","",,"",,,,,,""
"223",,"Iron Man (Model 40)","Iron Man","Model 40","Iron Man",":ironman:",3,9690,"IM40_P3","","cd","tile","3","3","3","3","3","3","Recharge",6,"yellow","active","0.5","0.5","0.5","0.5","0.5","0.5",,,,,,,"yes",,,"no","","","","yes","","yes","","","","","",,"",,"","",,"","","","","",,"yes","yes","","",,"",,,,"yes",,"yes"
"224",,"Kamala Khan (Ms. Marvel)","Kamala Khan","Ms. Marvel","Kamala Khan",":kamala:",3,8670,"KK_P1","","heal","team","110","132","154","198","286","905","Bring Out The Best",0,"yellow","passive","Inf","Inf","Inf","Inf","Inf","Inf",,,,,,,,"yes",,"no","","","yes","","","","","","","yes","",,"",,"","",,"","","","","",,"","","","",,"",,,,,,""
"225",,"Kamala Khan (Ms. Marvel)","Kamala Khan","Ms. Marvel","Kamala Khan",":kamala:",3,8670,"KK_P2","","convert","tile","2","3","4","5","7","7","Inhuman Stretchiness",8,"purple","active","0.25","0.375","0.5","0.625","0.875","0.875","purple","basic","green",,,,,,,"no","","","","yes","","","yes","","","","","yes","",,"yes","",,"","","","","",,"","","","",,"",,,,,,""
"226",,"Kamala Khan (Ms. Marvel)","Kamala Khan","Ms. Marvel","Kamala Khan",":kamala:",3,8670,"KK_P3","","damage","team","411","493","575","740","1069","3390","Embiggened Bash",12,"green","active","34.25","41.0833333333333","47.9166666666667","61.6666666666667","89.0833333333333","282.5",,,,,,,,,,"yes","yes","","","yes","yes","","","","yes","","",,"",,"","",,"","","","","",,"","","","",,"",,,,,,""
"227",,"Loki (Dark Reign)","Loki","Dark Reign","Loki",":loki:",3,5950,"Loki_P1","","steal_special","tile","1","2","3","5","Inf","Inf","Trickery",11,"black","active","0.0909090909090909","0.181818181818182","0.272727272727273","0.454545454545455","Inf","Inf",,,,,,,,,,"no","","","yes","yes","","","","yes","yes","","",,"",,"","",,"","","","","",,"","","","",,"",,"yes",,,,""
"228",,"Loki (Dark Reign)","Loki","Dark Reign","Loki",":loki:",3,5950,"Loki_P2","","swap","tile","14","18","22","26","32","32","Illusions",5,"purple","active","2.8","3.6","4.4","5.2","6.4","6.4",,,,,,,,,,"no","","","","","","yes","","","","","","yes","yes",,"","",,"","","","","",,"","","","",,"",,,,,,""
"229",,"Loki (Dark Reign)","Loki","Dark Reign","Loki",":loki:",3,5950,"Loki_P3","","cd","tile","2","2","3","3","4","4","Mischief",0,"green","passive","Inf","Inf","Inf","Inf","Inf","Inf",,,,,,,"yes",,,"no","","","yes","yes","","","","","","","",,"",,"","",,"","","","","",,"yes","yes","","",,"",,,"yes","yes","yes","yes"
"230",,"Luke Cage (Hero For Hire)","Luke Cage","Hero For Hire","Luke Cage",":lukecage:",3,9690,"LukeCage_P1_min","(min)","damage","target","548","658","658","986","1425","4521","Righteous Uppercut",13,"yellow","active","42.1538461538462","50.6153846153846","50.6153846153846","75.8461538461538","109.615384615385","347.769230769231",,,,,,,,,,"yes","yes","yes","","yes","","","","","yes","","",,"",,"","",,"","","","","",,"","","","",,"",,,,,,""
"231",,"Luke Cage (Hero For Hire)","Luke Cage","Hero For Hire","Luke Cage",":lukecage:",3,9690,"LukeCage_P1_max","(max)","damage","target","866","976","1104","1432","2251","7141","Righteous Uppercut",13,"yellow","active","66.6153846153846","75.0769230769231","84.9230769230769","110.153846153846","173.153846153846","549.307692307692",,,,,,,,,,"yes","yes","yes","","yes","","","","","yes","","",,"",,"","",,"","","","","",,"","","","",,"",,,,,,""
"232",,"Luke Cage (Hero For Hire)","Luke Cage","Hero For Hire","Luke Cage",":lukecage:",3,9690,"LukeCage_P2","","protect","tile","33","38","45","58","85","268","Unbreakable",0,"red","passive","Inf","Inf","Inf","Inf","Inf","Inf",,,,,,,,,,"no","","","yes","","","","","","","","",,"",,"","",,"","","yes","","",,"","","","",,"yes",,,,,,""
"233",,"Luke Cage (Hero For Hire)","Luke Cage","Hero For Hire","Luke Cage",":lukecage:",3,9690,"LukeCage_P3_min","(min)","damage","target","164","190","246","246","328","1044","Jab, Jab, Cross ",6,"black","active","27.3333333333333","31.6666666666667","41","41","54.6666666666667","174",,,,,,,,,,"yes","yes","yes","","yes","","yes","","","","","",,"",,"","",,"","","","","",,"","","","",,"",,,,,,""
"234",,"Luke Cage (Hero For Hire)","Luke Cage","Hero For Hire","Luke Cage",":lukecage:",3,9690,"LukeCage_P3_max","(max)","damage","target","597","710","818","818","1367","4340","Jab, Jab, Cross ",6,"black","active","99.5","118.333333333333","136.333333333333","136.333333333333","227.833333333333","723.333333333333",,,,,,,,,,"yes","yes","yes","","yes","","yes","","","","","",,"",,"","",,"","","","","",,"","","","",,"",,,,,,""
"235",,"Luke Cage (Hero For Hire)","Luke Cage","Hero For Hire","Luke Cage",":lukecage:",3,9690,"LukeCage_P3_max","(max)","stun","target","0","0","0","1","1","1","Jab, Jab, Cross ",6,"black","active","0","0","0","0.166666666666667","0.166666666666667","0.166666666666667",,,,,,,,,,"","","","yes","","","yes","","","","","yes",,"",,"","",,"","","","","",,"","","","",,"",,,,,,""
"236",,"Magneto (Classic)","Magneto","Classic","Magneto",":magneto:",3,8670,"Magneto3_P1","","protect","tile","66","66","88","99","153","477","Coercive Field",9,"yellow","active","7.33333333333333","7.33333333333333","9.77777777777778","11","17","53",,,,,,,,,,"no","","","yes","","","","yes","","","","",,"",,"","",,"","","yes","","",,"","","","",,"yes",,,,,,""
"237",,"Magneto (Classic)","Magneto","Classic","Magneto",":magneto:",3,8670,"Magneto3_P2_avg","(avg)","damage","target","243","387","441","531","729","2349","Polarizing Force",8,"red","active","30.375","48.375","55.125","66.375","91.125","293.625",,,,,,,,,,"yes","yes","yes","","yes","","","yes","","","","","yes","",,"","",,"","","","","",,"","","","",,"",,,,,,""
"238",,"Magneto (Classic)","Magneto","Classic","Magneto",":magneto:",3,8670,"Magneto3_P2_avg","(avg)","destroy_tile","tile","9","9","9","9","9","9","Polarizing Force",8,"red","active","1.125","1.125","1.125","1.125","1.125","1.125",,,,,,,,,,"","","","","","","","yes","","","","","yes","",,"","",,"","","","","",,"","","","",,"",,,,,,""
"239",,"Magneto (Classic)","Magneto","Classic","Magneto",":magneto:",3,8670,"Magneto3_P3","","damage","target","465","630","756","1014","1568","4991","Magnetized Projectiles",10,"blue","active","46.5","63","75.6","101.4","156.8","499.1",,,,,,,,,,"yes","yes","","","yes","","","","yes","","","",,"",,"","",,"","","","","",,"","","","",,"",,,,,,""
"240",,"Mystique (Raven Darkholme)","Mystique","Raven Darkholme","Mystique",":mystique:",3,8075,"Mystique_P1","","cd","tile","1","1","1","1","1","1","Shapeshift",8,"purple","active","0.125","0.125","0.125","0.125","0.125","0.125",,,,,,"yes",,,,"no","","","yes","yes","","","yes","","","","",,"",,"","",,"","","","","",,"yes","yes","","",,"",,,"yes","yes","yes","yes"
"241",,"Mystique (Raven Darkholme)","Mystique","Raven Darkholme","Mystique",":mystique:",3,8075,"Mystique_P1","","stun","target","0","1","1","1","2","2","Shapeshift",8,"purple","active","0","0.125","0.125","0.125","0.25","0.25",,,,,,"yes",,,,"no","","","yes","yes","","","yes","","","","yes",,"",,"","",,"","","","","",,"","yes","","",,"",,,"yes","yes","yes","yes"
"242",,"Mystique (Raven Darkholme)","Mystique","Raven Darkholme","Mystique",":mystique:",3,8075,"Mystique_P2","","convert","tile","4","5","6","7","9","9","Infiltration",10,"blue","active","0.4","0.5","0.6","0.7","0.9","0.9","blue","green,red,yellow","black,purple",,,,,,,"no","","","","yes","","","","yes","","","","yes","",,"yes","",,"","","","","",,"","","","",,"",,,,,,""
"243",,"Mystique (Raven Darkholme)","Mystique","Raven Darkholme","Mystique",":mystique:",3,8075,"Mystique_P3_min","(min)","damage","target","438","438","548","548","986","3130","Masterstroke",11,"black","active","39.8181818181818","39.8181818181818","49.8181818181818","49.8181818181818","89.6363636363636","284.545454545455",,,,,,,,,,"yes","yes","yes","","yes","","","","yes","yes","","",,"",,"","",,"","","","","",,"","","","",,"",,,,,,""
"244",,"Mystique (Raven Darkholme)","Mystique","Raven Darkholme","Mystique",":mystique:",3,8075,"Mystique_P3_max","(max)","damage","target","767","767","1206","1206","2302","7302","Masterstroke",11,"black","active","69.7272727272727","69.7272727272727","109.636363636364","109.636363636364","209.272727272727","663.818181818182",,,,,,,,,,"yes","yes","yes","","yes","","","","yes","yes","","",,"",,"","",,"","","","","",,"","","","",,"",,,,,,""
"245",,"Psylocke (Classic)","Psylocke","Classic","Psylocke",":psylocke:",3,8670,"Psylocke_P1","","damage","target","59","59","94","94","153","1131","Psychic Knife",8,"red","active","7.375","7.375","11.75","11.75","19.125","141.375",,,,,,,,,,"yes","yes","","","yes","","","yes","","","","",,"",,"","",,"","","","","",,"","","","",,"",,,,,,""
"246",,"Psylocke (Classic)","Psylocke","Classic","Psylocke",":psylocke:",3,8670,"Psylocke_P1","","strike","tile","12","19","19","31","31","1131","Psychic Knife",8,"red","active","1.5","2.375","2.375","3.875","3.875","141.375",,,,,,,,,,"no","","","","yes","","","yes","","","","",,"",,"","",,"yes","","","","",,"","","","",,"yes",,,,,,""
"247",,"Psylocke (Classic)","Psylocke","Classic","Psylocke",":psylocke:",3,8670,"Psylocke_P2","","cd","tile","1","1","1","1","1","1","Bewilder",10,"blue","active","0.1","0.1","0.1","0.1","0.1","0.1",,,,,,,"yes",,,"no","","","yes","yes","","","","yes","","","",,"",,"","",,"","","","","",,"yes","yes","","",,"",,,"yes","yes","yes","yes"
"248",,"Psylocke (Classic)","Psylocke","Classic","Psylocke",":psylocke:",3,8670,"Psylocke_P2","","AP","NA","9","12","15","19","19","19","Bewilder",10,"blue","active","0.9","1.2","1.5","1.9","1.9","1.9",,,,,,,"yes",,,"no","","","yes","yes","","","","yes","","","",,"",,"","",,"","","","","",,"","yes","","",,"",,,"yes","yes","yes","yes"
"249",,"Psylocke (Classic)","Psylocke","Classic","Psylocke",":psylocke:",3,8670,"Psylocke_P3a","","damage","target","59","94","94","153","153","1131","Psi-Katana",6,"black","active","9.83333333333333","15.6666666666667","15.6666666666667","25.5","25.5","188.5",,,,,,,,,,"yes","yes","","","yes","","yes","","","","","",,"",,"","",,"","","","","",,"","","","",,"",,,,,,""
"250",,"Psylocke (Classic)","Psylocke","Classic","Psylocke",":psylocke:",3,8670,"Psylocke_P3b","","attack","tile","14","14","22","22","36","270","Psi-Katana",6,"black","active","2.33333333333333","2.33333333333333","3.66666666666667","3.66666666666667","6","45",,,,,,,,,,"no","yes","","","yes","","yes","","","","","",,"",,"","",,"","yes","","","",,"","","","",,"yes",,,,,,""
"251",,"Quicksilver (Pietro Maximoff)","Quicksilver","Pietro Maximoff","Quicksilver",":quicksilver:",3,8670,"Quicksilver_P1","","damage","target","0","55","110","248","523","1653","Idle Hands",11,"black","active","0","5","10","22.5454545454545","47.5454545454545","150.272727272727",,,,,,,,,,"yes","yes","","","yes","","","","yes","yes","","",,"",,"","",,"","","","","",,"","","","",,"",,,,,,""
"252",,"Quicksilver (Pietro Maximoff)","Quicksilver","Pietro Maximoff","Quicksilver",":quicksilver:",3,8670,"Quicksilver_P1","","swap","tile","2","2","2","2","2","2","Idle Hands",11,"black","active","0.181818181818182","0.181818181818182","0.181818181818182","0.181818181818182","0.181818181818182","0.181818181818182",,,,,,,,,,"","","","","","","","","yes","yes","","",,"yes",,"","",,"","","","","",,"","","","",,"",,,,,,""
"253",,"Quicksilver (Pietro Maximoff)","Quicksilver","Pietro Maximoff","Quicksilver",":quicksilver:",3,8670,"Quicksilver_P2","","damage","team","190","251","312","433","678","2156","Supersonic",0,"blue","passive","Inf","Inf","Inf","Inf","Inf","Inf",,,,,,,,,,"no","","","","","yes","","","","","","",,"",,"","",,"","","","","",,"","","","",,"",,,,,,""
"254",,"Quicksilver (Pietro Maximoff)","Quicksilver","Pietro Maximoff","Quicksilver",":quicksilver:",3,8670,"Quicksilver_P2","","lock_tile","tile","1","1","1","1","1","1","Supersonic",0,"blue","passive","Inf","Inf","Inf","Inf","Inf","Inf",,,,,,,,,,"no","","","yes","","","","","","","","",,"",,"","",,"","","","","",,"","","","yes",,"",,,,,,""
"255",,"Quicksilver (Pietro Maximoff)","Quicksilver","Pietro Maximoff","Quicksilver",":quicksilver:",3,8670,"Quicksilver_P3","","damage","target","0","71","137","289","579","1843","Fists of Fury",10,"green","active","0","7.1","13.7","28.9","57.9","184.3",,,,,,,,,,"yes","yes","","","yes","","","","yes","","","",,"",,"","",,"","","","","",,"","","","",,"",,,,,,""
"256",,"Quicksilver (Pietro Maximoff)","Quicksilver","Pietro Maximoff","Quicksilver",":quicksilver:",3,8670,"Quicksilver_P3","","add_critical","tile","1","1","1","1","1","1","Fists of Fury",10,"green","active","0.1","0.1","0.1","0.1","0.1","0.1",,,,,,,,,,"","","","","yes","","","","yes","","","",,"",,"","",,"","","","","yes",,"","","","",,"",,,,,,""
"257",,"Ragnarok (Dark Avengers Thor)","Ragnarok","Dark Avengers Thor","Ragnarok",":ragnarok:",3,10710,"Ragnarok_P1","","damage","team","203","266","331","461","719","2276","Godlike Power",14,"green","active","14.5","19","23.6428571428571","32.9285714285714","51.3571428571429","162.571428571429",,,,,,,,,,"yes","yes","","","yes","yes","","","","yes","","","yes","",,"","",,"","","","","",,"","","","",,"",,,,,,""
"258",,"Ragnarok (Dark Avengers Thor)","Ragnarok","Dark Avengers Thor","Ragnarok",":ragnarok:",3,10710,"Ragnarok_P1","","damage","allies","137","137","137","137","137","435","Godlike Power",14,"green","active","9.78571428571429","9.78571428571429","9.78571428571429","9.78571428571429","9.78571428571429","31.0714285714286",,,,,,,,,,"yes","yes","","","yes","","","","","yes","","","yes","","yes","","",,"","","","","",,"","","","",,"",,,,,,""
"259",,"Ragnarok (Dark Avengers Thor)","Ragnarok","Dark Avengers Thor","Ragnarok",":ragnarok:",3,10710,"Ragnarok_P2","","damage","target","71","71","128","128","185","1175","Thunderclap",6,"red","active","11.8333333333333","11.8333333333333","21.3333333333333","21.3333333333333","30.8333333333333","195.833333333333",,,,,,,,,,"yes","yes","","","yes","","yes","","","","","",,"",,"","",,"","","","","",,"","","","",,"",,,,,,""
"260",,"Ragnarok (Dark Avengers Thor)","Ragnarok","Dark Avengers Thor","Ragnarok",":ragnarok:",3,10710,"Ragnarok_P2","","convert","target","2","3","3","4","4","4","Thunderclap",6,"red","active","0.333333333333333","0.5","0.5","0.666666666666667","0.666666666666667","0.666666666666667",,,,,,,,,,"","","","","yes","","yes","","","","","",,"",,"yes","",,"","","","","",,"","","","",,"",,,,,,""
"261",,"Ragnarok (Dark Avengers Thor)","Ragnarok","Dark Avengers Thor","Ragnarok",":ragnarok:",3,10710,"Ragnarok_P3","","charge_tile","tile","1","1","2","2","3","3","Lightning Rod",8,"blue","active","0.125","0.125","0.25","0.25","0.375","0.375",,,,"green",,,,,,"no","","","","","","","yes","","","","",,"",,"","",,"","","","yes","",,"","","","",,"",,,,,,""
"262",,"Ragnarok (Dark Avengers Thor)","Ragnarok","Dark Avengers Thor","Ragnarok",":ragnarok:",3,10710,"Ragnarok_P3","","heal","self","312","371","371","480","552","1754","Lightning Rod",8,"blue","active","39","46.375","46.375","60","69","219.25",,,,"green",,,,,,"no","","","yes","","","","yes","","","yes","",,"",,"","",,"","","","","",,"","","","",,"",,,,,,""
"263",,"Rocket & Groot (Most Wanted)","Rocket & Groot","Most Wanted","Rocket & Groot",":rocket:",3,10710,"Rocket_P1_avg","(avg)","heal","self","792","990","1188","1584","2376","7506","I Am Groot",0,"yellow","passive","Inf","Inf","Inf","Inf","Inf","Inf",,,,,,,,,,"no","","","yes","","","","","","","yes","","yes","",,"","",,"","","","","",,"","","","",,"",,,,,,""
"264",,"Rocket & Groot (Most Wanted)","Rocket & Groot","Most Wanted","Rocket & Groot",":rocket:",3,10710,"Rocket_P2_min","(min)","damage","target","207","279","342","468","676","2405","Blammo! We Got Ya!",10,"green","active","20.7","27.9","34.2","46.8","67.6","240.5",,,,,,,,,,"yes","yes","yes","","yes","","","","yes","","","","yes","",,"","",,"","","","","",,"","","","",,"",,,,,,""
"265",,"Rocket & Groot (Most Wanted)","Rocket & Groot","Most Wanted","Rocket & Groot",":rocket:",3,10710,"Rocket_P2_min","(min)","destroy_tile","tile","9","9","9","9","13","13","Blammo! We Got Ya!",10,"green","active","0.9","0.9","0.9","0.9","1.3","1.3",,,,,,,,,,"","","","","","","","","yes","","","","yes","",,"","",,"","","","","",,"","","","",,"",,,,,,""
"266",,"Rocket & Groot (Most Wanted)","Rocket & Groot","Most Wanted","Rocket & Groot",":rocket:",3,10710,"Rocket_P2_max","(max)","damage","target","437","589","722","988","1092","3885","Blammo! We Got Ya!",10,"green","active","43.7","58.9","72.2","98.8","109.2","388.5",,,,,,,,,,"yes","yes","yes","","yes","","","","yes","","","","yes","",,"","",,"","","","","",,"","","","",,"",,,,,,""
"267",,"Rocket & Groot (Most Wanted)","Rocket & Groot","Most Wanted","Rocket & Groot",":rocket:",3,10710,"Rocket_P2_max","(max)","damage","target","19","19","19","19","21","21","Blammo! We Got Ya!",10,"green","active","1.9","1.9","1.9","1.9","2.1","2.1",,,,,,,,,,"yes","yes","yes","","yes","","","","yes","","","","yes","",,"","",,"","","","","",,"","","","",,"",,,,,,""
"268",,"Rocket & Groot (Most Wanted)","Rocket & Groot","Most Wanted","Rocket & Groot",":rocket:",3,10710,"Rocket_P3","","strike","tile","110","132","198","231","328","1044","I Got A Plan",11,"blue","active","10","12","18","21","29.8181818181818","94.9090909090909",,,,,,,,,,"no","","","","yes","","","","yes","yes","","",,"",,"","",,"yes","","","","",,"","","","",,"yes",,,,,,""
"269",,"Scarlet Witch (Wanda Maximoff)","Scarlet Witch","Wanda Maximoff","Scarlet Witch"," :scarletwitch:",3,8670,"SW_P1","","damage","team","257","355","452","532","691","2198","Reality Crush",14,"purple","active","18.3571428571429","25.3571428571429","32.2857142857143","38","49.3571428571429","157",,,,,,,,,,"yes","yes","","","yes","yes","","","","yes","","",,"",,"","",,"","","","","",,"","","","",,"",,,,,,""
"270",,"Scarlet Witch (Wanda Maximoff)","Scarlet Witch","Wanda Maximoff","Scarlet Witch"," :scarletwitch:",3,8670,"SW_P1","","stun","target","2","2","2","3","5","5","Reality Crush",14,"purple","active","0.142857142857143","0.142857142857143","0.142857142857143","0.214285714285714","0.357142857142857","0.357142857142857",,,,,,,,,,"","","","yes","","","","","","yes","","yes",,"",,"","",,"","","","","",,"","","","",,"",,,,,,""
"271",,"Scarlet Witch (Wanda Maximoff)","Scarlet Witch","Wanda Maximoff","Scarlet Witch"," :scarletwitch:",3,8670,"SW_P2","","destroy_tile","tile","2","3","3","4","4","4","Hex Bolt",8,"green","active","0.25","0.375","0.375","0.5","0.5","0.5",,,,,,,,,,"yes","yes","","","yes","","","yes","","","","","yes","",,"","",,"","","","","",,"","","","",,"",,,,,,""
"272",,"Scarlet Witch (Wanda Maximoff)","Scarlet Witch","Wanda Maximoff","Scarlet Witch"," :scarletwitch:",3,8670,"SW_P3","","cd","tile","1","1","1","1","1","1","Arcane Incantation",0,"blue","passive","Inf","Inf","Inf","Inf","Inf","Inf",,,,,,,"yes",,,"no","","","","","","","","","","","","yes","",,"","",,"","","","","",,"yes","yes","","",,"",,,,,,""
